text
"['inspiring', 'courageous', 'nedd', 'brockmann', 'completes', 'epic', 'mile', 'charity', 'run']"
"['pain', 'worthwhile', 'cult', 'hero', 'nedd', 'brockmann', 'defies', 'agony', 'mile', 'charity', 'run']"
"['motivated', 'puzzle', 'courtney', 'dauwalter', 'became', 'ultrarunning', 'goat']"
"['ache', 'pain', 'new', 'goal', 'next', 'hardest', 'geezer', 'rus', 'cook', 'africa', 'run']"
"['hardest', 'geezer', 'rus', 'cook', 'enjoys', 'day', 'running', 'epic', 'africa', 'journey']"
"['british', 'ultrarunner', 'jasmin', 'paris', 'first', 'woman', 'finish', 'barkley', 'marathon']"
"['nap', 'taco', 'world', 'record', 'camille', 'herron', 'ran', 'mile', 'six', 'day']"
"['ten', 'minute', 'mile', 'new', 'eight', 'senior', 'ultrarunners', 'pushing', 'envelope']"
"['ultrarunner', 'harvey', 'lewis', 'reach', 'end', 'lazarus', 'lake', 'endless', 'backyard']"
"['dauwalter', 'smash', 'western', 'state', 'ultramarathon', 'record', 'minute']"
"['walk', 'run', 'beginner', 'guide', 'trail', 'running']"
"['want', 'end', 'runner', 'hit', 'melbourne', 'covering', 'length', 'australia', 'consecutive', 'marathon']"
"['running', 'mont', 'blanc', 'ultra', 'world', 'famous', 'trail', 'race']"
"['run', 'mate', 'kevin', 'sinfield', 'seven', 'ultramarathons', 'seven', 'day']"
"['inordinate', 'impact', 'climate', 'crisis', 'leaf', 'footprint', 'trail', 'running']"
"['kevin', 'sinfield', 'run', 'seven', 'ultramarathons', 'seven', 'day', 'mnd']"
"['hyper', 'local', 'forecast', 'improve', 'safety', 'mountain']"
"['laurence', 'brophy', 'obituary']"
"['barkley', 'marathon', 'hellish', 'mile', 'race', 'finisher', 'year']"
"['john', 'kelly', 'break', 'record', 'scaling', 'wainwright', 'fell', 'lake', 'district']"
"['weatherwatch', 'forecasting', 'played', 'role', 'ultramarathon', 'disaster']"
"['little', 'crazy', 'ultramarathon', 'runner', 'crossing', 'death', 'valley', 'drought']"
"['sabrina', 'verjee', 'set', 'record', 'running', 'wainwright', 'peak', 'less', 'six', 'day']"
"['race', 'epic', 'ultrarunning', 'soaring', 'popularity']"
"['china', 'ban', 'extreme', 'sport', 'wake', 'gansu', 'ultramarathon', 'tragedy']"
"['ultramarathon', 'end', 'tragedy', 'runner', 'describe', 'horror', 'gansu', 'race']"
"['shepherd', 'hailed', 'saving', 'six', 'runner', 'deadly', 'china', 'ultramarathon']"
"['china', 'ultramarathon', 'inquiry', 'launched', 'runner', 'die', 'cold', 'weather']"
"['sprint', 'endurance', 'expert', 'make', 'lockdown']"
"['happened', 'tarahumara', 'love', 'ultrarunning', 'went', 'global']"
"['ran', 'excuse', 'lockdown', 'raise', 'bar', 'uk', 'ultrarunners']"
"['part', 'spiritual', 'life', 'people', 'take', 'running', 'extreme']"
"['spirit', 'journey', 'one', 'man', 'role', 'mile', 'run', 'north', 'america']"
"['woman', 'less', 'ego', 'men', 'think', 'hard', 'female', 'ultra', 'athlete', 'leading', 'field']"
"['runner', 'high', 'well', 'trodden', 'road', 'swapping', 'drug', 'alcohol', 'exercise']"
"['c', 'heat', 'melted', 'shoe', 'mile', 'badwater', 'world', 'toughest', 'race']"
"['briton', 'mail', 'severed', 'toe', 'canada', 'use', 'notorious', 'cocktail']"
"['sheer', 'hell', 'ultrarunning', 'led', 'strange', 'peace']"
"['british', 'woman', 'one', 'last', 'quit', 'toughest', 'ultra', 'marathon']"
"['record', 'breaking', 'ultrarunner', 'jasmin', 'paris', 'break', 'british', 'team']"
"['ultrarunner', 'jasmin', 'paris', 'gruelling', 'hour', 'win', 'one', 'job']"
"['jasmin', 'paris', 'becomes', 'first', 'woman', 'win', 'mile', 'montane', 'spine', 'race']"
"['keep', 'running', 'smart', 'sport', 'tech']"
"['glad', 'started', 'debate', 'say', 'athlete', 'breastfed', 'ultra', 'marathon']"
"['would', 'prize', 'money', 'make', 'athlete', 'run', 'faster']"
"['ultrarunner', 'smash', 'record', 'mile', 'lake', 'district', 'challenge']"
"['fell', 'runner', 'set', 'world', 'record', 'mile', 'double', 'ramsay']"
"['ultra', 'runner', 'k', 'lian', 'jornet', 'smash', 'bob', 'graham', 'endurance', 'race', 'record']"
"['big', 'beautiful', 'razzmatazz', 'grand', 'ultra']"
"['running', 'brain']"
"['baby', 'ultra', 'qualifying', 'ultra', 'trail', 'du', 'mont', 'blanc']"
"['would', 'coming', 'last', 'race', 'really', 'bad']"
"['ultra', 'runner', 'scott', 'jurek', 'eat']"
"['mile', 'enough', 'phenomenal', 'rise', 'ultramarathon']"
"['mile', 'protest', 'run', 'fight', 'save', 'navajo', 'land', 'u', 'national', 'park']"
"['kenyan', 'run', 'ultramarathons']"
"['ready', 'run', 'age']"
"['running', 'away', 'path', 'god', 'amalfi', 'coast']"
"['loop', 'eternal', 'welcome', 'big', 'dog', 'backyard', 'ultra']"
"['five', 'lesson', 'year', 'ultrarunning']"
"['ultrarunner', 'zach', 'miller', 'love', 'digging', 'pain', 'cave']"
"['far', 'organise', 'marathon']"
"['run', 'hurt', 'researcher', 'might', 'answer']"
"['extreme', 'kit', 'testing', 'gear', 'best', 'hour', 'non', 'stop', 'running']"
"['weekend', 'running']"
"['running', 'world', 'biggest', 'trail', 'race', 'hope', 'give', 'new', 'screensaver']"
"['perceived', 'loneliness', 'ultra', 'long', 'distance', 'runner']"
"['taking', 'dragon', 'toughest', 'five', 'day', 'mountain', 'running', 'race', 'world']"
"['dean', 'karnazes', 'struggling', 'feel', 'alive']"
"['london', 'marathon', 'runner', 'mile', 'far']"
"['international', 'woman', 'team', 'take', 'marathon', 'de', 'sable', 'world', 'first']"
"['andrew', 'murray', 'training', 'hard', 'sleeping', 'well', 'far', 'important', 'fancy', 'watch']"
"['scott', 'jurek', 'uncomfortable', 'brings', 'u', 'back', 'root']"
"['picture', 'day', 'transgrancanaria', 'ultra']"
"['nicky', 'spinks', 'like', 'silence', 'running', 'outdoors']"
"['ron', 'hill', 'running', 'day', 'row', 'maybe', 'time', 'day']"
"['picture', 'day', 'britain', 'brutal', 'race']"
"['hour', 'race', 'battle', 'mind']"
"['body', 'convulses', 'reached', 'limit', 'handle', 'sa', 'training']"
"['ultra', 'trail', 'gobi', 'hardest', 'race', 'world']"
"['runner', 'lie', 'cheating', 'rumor', 'stop', 'robert', 'young', 'something', 'else']"
"['ultra', 'distance', 'runner', 'damian', 'hall', 'setting', 'new', 'record', 'recommend', 'daily', 'sob']"
"['jasmin', 'paris', 'rarely', 'run', 'road', 'get', 'hill']"
"['weekend', 'running']"
"['spoke', 'certified', 'diabetes', 'educator', 'tip', 'keep', 'blood', 'sugar', 'level', 'stable', 'run', 'proper', 'nutrition', 'key', 'successful', 'run', 'race', 'workout', 'runner', 'diabetes', 'fueling', 'timing', 'fueling', 'even', 'important', 'often', 'medication', 'play', 'role', 'well', 'spoke', 'withamanda', 'kirpitch', 'rd', 'certified', 'diabetes', 'educator', 'cde', 'break', 'everything', 'runner', 'diabetes', 'need', 'know', 'keep', 'running', 'strong', 'keep', 'mind', 'every', 'person', 'different', 'important', 'speak', 'healthcare', 'professional', 'making', 'dietary', 'exercise', 'change', 'two', 'kind', 'diabetes', 'diagnosis', 'type', 'type', 'type', 'diabetes', 'lifelong', 'condition', 'body', 'produce', 'little', 'insulin', 'hormone', 'needed', 'allow', 'sugar', 'enter', 'body', 'cell', 'bloodstream', 'type', 'diabetes', 'condition', 'body', 'effectively', 'use', 'sugar', 'fuel', 'creating', 'much', 'sugar', 'bloodstream', 'common', 'symptom', 'diabetes', 'increased', 'thirst', 'urination', 'hunger', 'exhaustion', 'weight', 'loss', 'experiencing', 'symptom', 'without', 'cause', 'contact', 'doctor', 'sign', 'runner', 'world', 'unlimited', 'health', 'fitness', 'nutrition', 'tip', 'whether', 'type', 'type', 'monitor', 'glucose', 'level', 'closely', 'run', 'kirpitch', 'say', 'glucose', 'level', 'may', 'fall', 'run', 'fall', 'quickly', 'minute', 'activity', 'anytime', 'thereafter', 'also', 'exercise', 'exacerbate', 'already', 'falling', 'glucose', 'level', 'highlighting', 'importance', 'monitoring', 'sugar', 'activity', 'risk', 'hypoglycemia', 'remains', 'immediately', 'following', 'activity', 'hour', 'however', 'body', 'response', 'activity', 'may', 'differ', 'depending', 'medication', 'person', 'may', 'taking', 'manage', 'diabetes', 'runner', 'taking', 'hypoglycemic', 'oral', 'medication', 'insulin', 'risk', 'hypoglycemia', 'low', 'blood', 'sugar', 'higher', 'runner', 'type', 'diabetes', 'taking', 'insulin', 'hypoglycemic', 'agent', 'run', 'may', 'require', 'less', 'monitoring', 'using', 'insulin', 'manage', 'diabetes', 'keep', 'mind', 'insulin', 'body', 'previous', 'meal', 'still', 'working', 'reduce', 'glucose', 'commonly', 'referred', 'insulin', 'board', 'active', 'insulin', 'risk', 'hypoglycemia', 'higher', 'adjustment', 'made', 'say', 'kirpitch', 'recent', 'insulin', 'dose', 'powerful', 'quickly', 'absorbed', 'working', 'muscle', 'kirpitch', 'say', 'many', 'runner', 'choose', 'inject', 'insulin', 'abdomen', 'avoid', 'dosing', 'leg', 'arm', 'muscle', 'engaged', 'running', 'also', 'risk', 'hyperglycemia', 'high', 'blood', 'sugar', 'particularly', 'diabetic', 'may', 'reduce', 'amount', 'insulin', 'receive', 'run', 'think', 'impact', 'anaerobic', 'activity', 'say', 'kirpitch', 'high', 'blood', 'sugar', 'cause', 'body', 'produce', 'ketone', 'molecule', 'produced', 'liver', 'also', 'quite', 'serious', 'checking', 'glucose', 'throughout', 'day', 'via', 'cgm', 'fingersticks', 'help', 'better', 'understand', 'glucose', 'pattern', 'adjust', 'medication', 'accordingly', 'eating', 'variety', 'food', 'help', 'better', 'understand', 'glucose', 'response', 'better', 'dose', 'meal', 'snack', 'need', 'fuel', 'workout', 'day', 'working', 'diabetes', 'team', 'learn', 'response', 'running', 'different', 'time', 'day', 'planning', 'nutrition', 'medication', 'optimize', 'performance', 'glucose', 'management', 'key', 'kirpitch', 'say', 'wearing', 'cgm', 'good', 'practice', 'check', 'glucose', 'minute', 'interval', 'exercise', 'assess', 'pattern', 'make', 'adjustment', 'management', 'routine', 'kirpitch', 'say', 'best', 'catch', 'dropping', 'glucose', 'level', 'go', 'low', 'appropriately', 'treat', 'continue', 'activity', 'glucose', 'low', 'activity', 'stop', 'glucose', 'return', 'normal', 'keep', 'mind', 'cgms', 'use', 'interstitial', 'fluid', 'monitor', 'glucose', 'delay', 'blood', 'glucose', 'due', 'rapidly', 'changing', 'glucose', 'activity', 'good', 'recognize', 'glucose', 'may', 'lower', 'value', 'displayed', 'cgm', 'typical', 'symptom', 'low', 'blood', 'glucose', 'vary', 'person', 'person', 'include', 'feeling', 'important', 'keep', 'mind', 'adrenaline', 'focus', 'often', 'come', 'exercise', 'especially', 'race', 'day', 'classic', 'symptom', 'hypoglycemia', 'masked', 'critical', 'spot', 'check', 'glucose', 'frequently', 'throughout', 'activity', 'utilize', 'cgm', 'assess', 'pattern', 'kirpitch', 'say', 'generally', 'thefueling', 'runswill', 'similar', 'would', 'recommended', 'without', 'diabetes', 'ideally', 'medication', 'insulin', 'would', 'dosed', 'according', 'fuel', 'needed', 'subsequent', 'glucose', 'response', 'say', 'kirpitch', 'expert', 'recommend', 'glucose', 'level', 'pre', 'workout', 'mg', 'dl', 'choose', 'snack', 'quick', 'digesting', 'carbohydrate', 'small', 'amount', 'protein', 'fat', 'closer', 'time', 'run', 'order', 'minimize', 'gastrointestinal', 'stress', 'substantial', 'meal', 'including', 'fat', 'protein', 'higher', 'fiber', 'carbohydrate', 'hour', 'pre', 'run', 'running', 'less', 'hour', 'need', 'worry', 'bringing', 'fuel', 'run', 'pre', 'run', 'snack', 'meal', 'usually', 'sufficient', 'however', 'runner', 'risk', 'low', 'blood', 'glucose', 'carry', 'form', 'quick', 'acting', 'glucose', 'treat', 'potential', 'low', 'blood', 'glucose', 'hypoglycemia', 'typical', 'treatment', 'glucose', 'tab', 'glucose', 'gel', 'dried', 'fruit', 'candy', 'orsports', 'drink', 'suggests', 'kirpitch', 'runner', 'risk', 'low', 'blood', 'glucose', 'also', 'carry', 'meter', 'wear', 'continuous', 'glucose', 'monitor', 'cgm', 'monitor', 'glucose', 'activity', 'run', 'last', 'longer', 'one', 'hour', 'aided', 'fueling', 'mostly', 'carbohydrate', 'every', 'minute', 'one', 'hour', 'fueling', 'begin', 'minute', 'run', 'gram', 'per', 'hour', 'run', 'lasting', 'one', 'two', 'hour', 'gram', 'per', 'hour', 'run', 'longer', 'two', 'hour', 'always', 'recommend', 'runner', 'carrying', 'fuel', 'treatment', 'opposed', 'relying', 'fueling', 'station', 'want', 'need', 'right', 'time', 'kirpitch', 'say', 'many', 'factor', 'go', 'managing', 'diabetes', 'race', 'day', 'running', 'considered', 'aerobic', 'activity', 'often', 'result', 'drop', 'glucose', 'however', 'surge', 'adrenaline', 'race', 'start', 'point', 'race', 'cause', 'rise', 'glucose', 'kirptich', 'say', 'learn', 'body', 'reacts', 'different', 'exercise', 'intensity', 'length', 'race', 'day', 'know', 'expect', 'important', 'consider', 'different', 'way', 'body', 'responds', 'glucose', 'throughout', 'run', 'well', 'different', 'type', 'run', 'kirpitch', 'say', 'practicing', 'shorter', 'race', 'event', 'give', 'idea', 'body', 'responds', 'stress', 'competition', 'prior', 'big', 'day', 'activity', 'refuel', 'carbs', 'protein', 'risk', 'hypoglycemia', 'immediately', 'following', 'activity', 'hour', 'later', 'also', 'increased', 'risk', 'hypoglycemia', 'overnight', 'particularly', 'following', 'late', 'afternoon', 'evening', 'workout', 'good', 'idea', 'ensure', 'adequate', 'carbohydrate', 'pre', 'run', 'meal', 'snack', 'activity', 'passively', 'allows', 'glucose', 'cell', 'reducing', 'body', 'need', 'insulin', 'allows', 'increased', 'insulin', 'sensitivity', 'turn', 'make', 'glucose', 'level', 'lower', 'often', 'activity', 'part', 'healthy', 'lifestyle', 'improve', 'glucose', 'regulation', 'kirpitch', 'say', 'however', 'self', 'management', 'strategy', 'around', 'exercise', 'activity', 'highly', 'individualized', 'everything', 'need', 'know', 'hip', 'pain', 'increase', 'mileage', 'running', 'periodized', 'training', 'help', 'hit', 'goal', 'marathon', 'pace', 'chart', 'fine', 'tuning', 'training', 'first', 'boston', 'marathon', 'know', 'food', 'cut', 'inflammation', 'improve', 'performance', 'estimate', 'lactate', 'threshold', 'pace', 'plan', 'race', 'schedule', 'ultramarathons', 'go', 'farther', 'mile', 'benefit', 'resistance', 'sprint', 'new', 'york', 'city', 'marathon', 'faq', 'need', 'slow', 'recovery', 'run', 'part', 'hearst', 'digital', 'medium', 'may', 'earn', 'commission', 'link', 'page', 'recommend', 'product', 'back', 'hearst', 'magazine', 'inc', 'right', 'reserved']"
